country,year_month,txn_count,flagged_count,pct_flagged,mad,verdict
Portugal,2011-10,437,85,19.45,,INSUFFICIENT_DATA
Portugal,2011-11,145,38,26.21,,INSUFFICIENT_DATA
Portugal,2011-12,104,30,28.85,,INSUFFICIENT_DATA
RSA,2010-02,65,17,26.15,,INSUFFICIENT_DATA
RSA,2010-10,45,14,31.11,,INSUFFICIENT_DATA
RSA,2010-11,1,1,100.0,,INSUFFICIENT_DATA
RSA,2011-10,59,11,18.64,,INSUFFICIENT_DATA
Saudi Arabia,2011-02,9,0,0.0,,INSUFFICIENT_DATA
Singapore,2010-04,38,24,63.16,,INSUFFICIENT_DATA
Singapore,2010-09,85,27,31.76,,INSUFFICIENT_DATA
Singapore,2011-01,62,30,48.39,,INSUFFICIENT_DATA
Singapore,2011-04,58,32,55.17,,INSUFFICIENT_DATA
Singapore,2011-07,75,46,61.33,,INSUFFICIENT_DATA
Singapore,2011-10,34,16,47.06,,INSUFFICIENT_DATA
Spain,2009-12,236,62,26.27,,INSUFFICIENT_DATA
Spain,2010-01,126,47,37.3,,INSUFFICIENT_DATA
Spain,2010-02,28,15,53.57,,INSUFFICIENT_DATA
Spain,2010-03,89,19,21.35,,INSUFFICIENT_DATA
Spain,2010-04,31,10,32.26,,INSUFFICIENT_DATA
Spain,2010-05,75,28,37.33,,INSUFFICIENT_DATA
Spain,2010-06,25,12,48.0,,INSUFFICIENT_DATA
Spain,2010-07,71,16,22.54,,INSUFFICIENT_DATA
Spain,2010-08,58,17,29.31,,INSUFFICIENT_DATA
Spain,2010-09,171,56,32.75,,INSUFFICIENT_DATA
Spain,2010-10,207,66,31.88,,INSUFFICIENT_DATA
Spain,2010-11,82,39,47.56,,INSUFFICIENT_DATA
Spain,2010-12,76,13,17.11,,INSUFFICIENT_DATA
Spain,2011-01,395,88,22.28,,INSUFFICIENT_DATA
Spain,2011-02,102,33,32.35,,INSUFFICIENT_DATA
Spain,2011-03,205,64,31.22,,INSUFFICIENT_DATA
Spain,2011-04,97,15,15.46,,INSUFFICIENT_DATA
Spain,2011-05,107,34,31.78,,INSUFFICIENT_DATA
Spain,2011-06,183,34,18.58,,INSUFFICIENT_DATA
Spain,2011-07,181,59,32.6,,INSUFFICIENT_DATA
Spain,2011-08,250,37,14.8,,INSUFFICIENT_DATA
Spain,2011-09,248,53,21.37,,INSUFFICIENT_DATA
Spain,2011-10,311,72,23.15,,INSUFFICIENT_DATA
Spain,2011-11,310,81,26.13,,INSUFFICIENT_DATA
Spain,2011-12,67,5,7.46,,INSUFFICIENT_DATA
Sweden,2009-12,2,1,50.0,,INSUFFICIENT_DATA
Sweden,2010-01,20,11,55.0,,INSUFFICIENT_DATA
Sweden,2010-02,85,50,58.82,,INSUFFICIENT_DATA
Sweden,2010-03,71,19,26.76,,INSUFFICIENT_DATA
Sweden,2010-04,142,103,72.54,,INSUFFICIENT_DATA
Sweden,2010-05,31,25,80.65,,INSUFFICIENT_DATA
Sweden,2010-06,40,9,22.5,,INSUFFICIENT_DATA
Sweden,2010-07,63,17,26.98,,INSUFFICIENT_DATA
Sweden,2010-08,152,24,15.79,,INSUFFICIENT_DATA
Sweden,2010-09,34,23,67.65,,INSUFFICIENT_DATA
Sweden,2010-10,205,53,25.85,,INSUFFICIENT_DATA
Sweden,2010-11,57,22,38.6,,INSUFFICIENT_DATA
Sweden,2010-12,27,18,66.67,,INSUFFICIENT_DATA
Sweden,2011-01,34,22,64.71,,INSUFFICIENT_DATA
Sweden,2011-02,12,5,41.67,,INSUFFICIENT_DATA
Sweden,2011-03,35,25,71.43,,INSUFFICIENT_DATA
Sweden,2011-04,34,11,32.35,,INSUFFICIENT_DATA
Sweden,2011-05,19,14,73.68,,INSUFFICIENT_DATA
Sweden,2011-06,35,10,28.57,,INSUFFICIENT_DATA
Sweden,2011-07,54,32,59.26,,INSUFFICIENT_DATA
Sweden,2011-08,39,8,20.51,,INSUFFICIENT_DATA
Sweden,2011-09,44,27,61.36,,INSUFFICIENT_DATA
Sweden,2011-10,48,29,60.42,,INSUFFICIENT_DATA
Sweden,2011-11,78,18,23.08,,INSUFFICIENT_DATA
Sweden,2011-12,1,1,100.0,,INSUFFICIENT_DATA
Switzerland,2009-12,16,8,50.0,,INSUFFICIENT_DATA
Switzerland,2010-02,21,9,42.86,,INSUFFICIENT_DATA
Switzerland,2010-03,58,12,20.69,,INSUFFICIENT_DATA
Switzerland,2010-04,73,27,36.99,,INSUFFICIENT_DATA
Switzerland,2010-05,251,86,34.26,,INSUFFICIENT_DATA
Switzerland,2010-06,113,27,23.89,,INSUFFICIENT_DATA
Switzerland,2010-07,28,10,35.71,,INSUFFICIENT_DATA
Switzerland,2010-08,80,31,38.75,,INSUFFICIENT_DATA
Switzerland,2010-09,84,30,35.71,,INSUFFICIENT_DATA
Switzerland,2010-10,229,108,47.16,,INSUFFICIENT_DATA
Switzerland,2010-11,232,118,50.86,,INSUFFICIENT_DATA
Switzerland,2010-12,50,20,40.0,,INSUFFICIENT_DATA
Switzerland,2011-01,160,37,23.12,,INSUFFICIENT_DATA
Switzerland,2011-02,102,35,34.31,,INSUFFICIENT_DATA
Switzerland,2011-03,60,21,35.0,,INSUFFICIENT_DATA
Switzerland,2011-04,81,16,19.75,,INSUFFICIENT_DATA
Switzerland,2011-05,157,46,29.3,,INSUFFICIENT_DATA
Switzerland,2011-06,126,66,52.38,,INSUFFICIENT_DATA
Switzerland,2011-07,181,52,28.73,,INSUFFICIENT_DATA
Switzerland,2011-08,271,67,24.72,,INSUFFICIENT_DATA
Switzerland,2011-09,194,68,35.05,,INSUFFICIENT_DATA
Switzerland,2011-10,384,113,29.43,,INSUFFICIENT_DATA
Switzerland,2011-11,231,97,41.99,,INSUFFICIENT_DATA
Thailand,2010-06,10,8,80.0,,INSUFFICIENT_DATA
Thailand,2010-07,67,19,28.36,,INSUFFICIENT_DATA
United Arab Emirates,2009-12,56,6,10.71,,INSUFFICIENT_DATA
United Arab Emirates,2010-02,114,35,30.7,,INSUFFICIENT_DATA
United Arab Emirates,2010-03,67,13,19.4,,INSUFFICIENT_DATA
United Arab Emirates,2010-08,76,22,28.95,,INSUFFICIENT_DATA
United Arab Emirates,2010-09,28,7,25.0,,INSUFFICIENT_DATA
United Arab Emirates,2010-10,12,6,50.0,,INSUFFICIENT_DATA
United Arab Emirates,2010-11,51,18,35.29,,INSUFFICIENT_DATA
United Arab Emirates,2011-02,31,9,29.03,,INSUFFICIENT_DATA
United Arab Emirates,2011-09,38,6,15.79,,INSUFFICIENT_DATA
United Kingdom,2009-12,42155,7358,17.45,0.016236,NONCONFORMING
United Kingdom,2010-01,28811,4757,16.51,0.025219,NONCONFORMING
United Kingdom,2010-02,26798,5074,18.93,0.027907,NONCONFORMING
United Kingdom,2010-03,38132,6661,17.47,0.028521,NONCONFORMING
United Kingdom,2010-04,30944,5819,18.8,0.030127,NONCONFORMING
United Kingdom,2010-05,31564,6336,20.07,0.029214,NONCONFORMING
United Kingdom,2010-06,36494,6707,18.38,0.029324,NONCONFORMING
United Kingdom,2010-07,30036,5420,18.05,0.031302,NONCONFORMING
United Kingdom,2010-08,30358,5876,19.36,0.029882,NONCONFORMING
United Kingdom,2010-09,37335,7392,19.8,0.031373,NONCONFORMING
United Kingdom,2010-10,53100,10258,19.32,0.0296,NONCONFORMING
United Kingdom,2010-11,71235,13192,18.52,0.021108,NONCONFORMING
United Kingdom,2010-12,39616,6460,16.31,0.018474,NONCONFORMING
United Kingdom,2011-01,31534,4391,13.92,0.016046,NONCONFORMING
United Kingdom,2011-02,25155,4273,16.99,0.026569,NONCONFORMING
United Kingdom,2011-03,33100,5619,16.98,0.026729,NONCONFORMING
United Kingdom,2011-04,27816,4620,16.61,0.027244,NONCONFORMING
United Kingdom,2011-05,33422,5899,17.65,0.025859,NONCONFORMING
United Kingdom,2011-06,32862,5194,15.81,0.020819,NONCONFORMING
United Kingdom,2011-07,35698,5421,15.19,0.021264,NONCONFORMING
United Kingdom,2011-08,30904,5656,18.3,0.022035,NONCONFORMING
United Kingdom,2011-09,45229,8380,18.53,0.022592,NONCONFORMING
United Kingdom,2011-10,53701,9910,18.45,0.020312,NONCONFORMING
United Kingdom,2011-11,77675,13385,17.23,0.018695,NONCONFORMING
United Kingdom,2011-12,23714,3868,16.31,0.018555,NONCONFORMING
Unspecified,2010-01,64,15,23.44,,INSUFFICIENT_DATA
Unspecified,2010-04,14,2,14.29,,INSUFFICIENT_DATA
Unspecified,2010-07,70,42,60.0,,INSUFFICIENT_DATA
Unspecified,2010-09,110,29,26.36,,INSUFFICIENT_DATA
Unspecified,2010-11,51,1,1.96,,INSUFFICIENT_DATA
Unspecified,2011-04,16,4,25.0,,INSUFFICIENT_DATA
Unspecified,2011-05,60,13,21.67,,INSUFFICIENT_DATA
Unspecified,2011-06,9,3,33.33,,INSUFFICIENT_DATA
Unspecified,2011-07,225,27,12.0,,INSUFFICIENT_DATA
Unspecified,2011-08,23,2,8.7,,INSUFFICIENT_DATA
Unspecified,2011-09,65,11,16.92,,INSUFFICIENT_DATA
Unspecified,2011-11,54,13,24.07,,INSUFFICIENT_DATA
Usa,2009-12,1,1,100.0,,INSUFFICIENT_DATA
Usa,2010-01,112,40,35.71,,INSUFFICIENT_DATA
Usa,2010-05,15,1,6.67,,INSUFFICIENT_DATA
Usa,2010-06,38,13,34.21,,INSUFFICIENT_DATA
Usa,2010-07,25,6,24.0,,INSUFFICIENT_DATA
Usa,2010-10,9,1,11.11,,INSUFFICIENT_DATA
Usa,2010-11,39,5,12.82,,INSUFFICIENT_DATA
Usa,2011-04,22,2,9.09,,INSUFFICIENT_DATA
Usa,2011-10,126,32,25.4,,INSUFFICIENT_DATA
Usa,2011-12,32,11,34.38,,INSUFFICIENT_DATA
West Indies,2010-08,54,11,20.37,,INSUFFICIENT_DATA
