risk_rank,txn_id,invoice,invoice_date,customer_id,country,stock_code,description,quantity,price,amount,composite_risk,risk_band,rule_flag_names,if_pct,suggested_procedure
1062,TXN-00307812,519881,2010-08-22 11:28:00,16275,United Kingdom,20977,36 PENCILS TUBE WOODLAND,16.0,1.25,20.0,0.777719,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91544,Inspect for evidence of manual entry; agree to third-party documentation.
1063,TXN-00684141,553371,2011-05-16 14:32:00,17288,United Kingdom,21746,SMALL RED RETROSPOT WINDMILL,36.0,1.25,45.0,0.777679,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91536,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1064,TXN-00826111,566265,2011-09-11 13:16:00,18255,United Kingdom,84946,ANTIQUE SILVER T-LIGHT GLASS,24.0,1.25,30.0,0.777669,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91534,Inspect for evidence of manual entry; agree to third-party documentation.
1065,TXN-00849597,568146,2011-09-25 11:33:00,16169,United Kingdom,23371,SET 36 COLOUR PENCILS SPACEBOY,16.0,1.25,20.0,0.777619,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91524,Inspect for evidence of manual entry; agree to third-party documentation.
1066,TXN-00707781,555704,2011-06-06 15:06:00,14944,United Kingdom,84836,ZINC METAL HEART DECORATION,24.0,1.25,30.0,0.777609,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91522,Inspect for evidence of manual entry; agree to third-party documentation.
1067,TXN-00707032,555590,2011-06-06 09:39:00,17690,United Kingdom,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,24.0,1.25,30.0,0.777599,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9152,Inspect for evidence of manual entry; agree to third-party documentation.
1068,TXN-00775587,561814,2011-07-29 15:40:00,14854,United Kingdom,22605,WOODEN CROQUET GARDEN SET,4.0,12.75,51.0,0.777549,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.9151,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1069,TXN-00719322,556815,2011-06-15 08:36:00,14852,United Kingdom,23227,FILIGREE HEART BUTTERFLY WHITE,24.0,1.25,30.0,0.777529,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91506,Inspect for evidence of manual entry; agree to third-party documentation.
1070,TXN-00395351,527921,2010-10-19 13:17:00,16119,United Kingdom,84946,ANTIQUE SILVER TEA GLASS ETCHED,36.0,1.25,45.0,0.777469,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91494,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1071,TXN-00994442,579027,2011-11-28 10:20:00,14102,United Kingdom,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,24.0,1.25,30.0,0.777449,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9149,Inspect for evidence of manual entry; agree to third-party documentation.
1072,TXN-00479953,535097,2010-11-25 10:41:00,16293,United Kingdom,22740,POLKADOT PEN,48.0,0.8500000238418579,40.8,0.777369,HIGH,"HIGH_QUANTITY, SPLIT_AMOUNT",0.91474,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1073,TXN-00828942,566450,2011-09-12 16:12:00,15673,United Kingdom,22726,ALARM CLOCK BAKELIKE GREEN,8.0,3.75,30.0,0.777319,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91464,Inspect for evidence of manual entry; agree to third-party documentation.
1074,TXN-00938919,575085,2011-11-08 13:41:00,12849,United Kingdom,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,20.0,4.150000095367432,83.0,0.777309,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91462,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1075,TXN-00001483,489573,2009-12-01 13:29:00,15051,United Kingdom,21326,AGED GLASS SILVER T-LIGHT HOLDER,60.0,0.6499999761581421,39.0,0.777179,HIGH,"ROUND_NUMBER, HIGH_QUANTITY",0.91436,Inspect for evidence of manual entry; agree to third-party documentation.
1076,TXN-00997791,579267,2011-11-29 09:42:00,14961,United Kingdom,23162,REGENCY TEA STRAINER,12.0,3.75,45.0,0.777109,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91422,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1077,TXN-00107690,499897,2010-03-03 11:53:00,14298,United Kingdom,72755C,FLOWER FAIRY OIL BURNER SET ROSE,16.0,1.25,20.0,0.777069,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91414,Inspect for evidence of manual entry; agree to third-party documentation.
1078,TXN-00499152,536790,2010-12-02 15:26:00,17850,United Kingdom,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12.0,4.25,51.0,0.777019,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91404,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1079,TXN-00221287,511123,2010-06-07 10:56:00,17673,United Kingdom,22444,GROW YOUR OWN PLANT IN A CAN,24.0,1.25,30.0,0.777009,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91402,Inspect for evidence of manual entry; agree to third-party documentation.
1080,TXN-00609178,546155,2011-03-10 08:29:00,15632,United Kingdom,22570,FELTCRAFT CUSHION RABBIT,8.0,3.75,30.0,0.776909,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91382,Inspect for evidence of manual entry; agree to third-party documentation.
1081,TXN-00655653,550521,2011-04-19 09:49:00,13647,United Kingdom,37370,RETRO COFFEE MUGS ASSORTED,24.0,1.25,30.0,0.776839,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91368,Inspect for evidence of manual entry; agree to third-party documentation.
1082,TXN-00418933,530067,2010-11-01 11:53:00,16960,United Kingdom,84670,JAPANESE CROCHETED ANIMAL,24.0,0.41999998688697815,10.08,0.776789,HIGH,"DUPLICATE_INVOICE, HIGH_QUANTITY",0.91358,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
1083,TXN-01002118,579529,2011-11-30 08:50:00,12488,France,23370,SET 36 COLOURING PENCILS DOILY,16.0,1.25,20.0,0.776769,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91354,Inspect for evidence of manual entry; agree to third-party documentation.
1084,TXN-00453759,533010,2010-11-15 15:30:00,13985,United Kingdom,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,12.0,3.75,45.0,0.776709,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91342,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1085,TXN-00774926,561699,2011-07-29 10:32:00,12971,United Kingdom,84946,ANTIQUE SILVER T-LIGHT GLASS,24.0,1.25,30.0,0.776689,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91338,Inspect for evidence of manual entry; agree to third-party documentation.
1086,TXN-00641326,549235,2011-04-07 11:16:00,15530,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,4.0,12.75,51.0,0.776629,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91326,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1087,TXN-00543633,540524,2011-01-09 12:53:00,16735,United Kingdom,85049F,BABY BOOM RIBBONS,24.0,1.25,30.0,0.776619,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91324,Inspect for evidence of manual entry; agree to third-party documentation.
1088,TXN-00340868,523128,2010-09-20 13:41:00,18097,United Kingdom,21232,STRAWBERRY CERAMIC TRINKET BOX,36.0,1.25,45.0,0.776599,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.9132,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1089,TXN-00800318,564049,2011-08-22 13:30:00,17585,United Kingdom,17038,PORCELAIN BUDAH INCENSE HOLDER,30.0,0.10000000149011612,3.0,0.776499,HIGH,"ROUND_NUMBER, HIGH_QUANTITY",0.913,Inspect for evidence of manual entry; agree to third-party documentation.
1090,TXN-00394905,527890,2010-10-19 12:15:00,17365,United Kingdom,16161U,WRAP SUKI AND FRIENDS,50.0,0.41999998688697815,21.0,0.776489,HIGH,"ROUND_NUMBER, HIGH_QUANTITY",0.91298,Inspect for evidence of manual entry; agree to third-party documentation.
1091,TXN-00429805,531176,2010-11-05 14:40:00,13488,United Kingdom,22485,SET OF 2 WOODEN MARKET CRATES,4.0,12.75,51.0,0.776309,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91262,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1092,TXN-01014677,580635,2011-12-05 12:30:00,14649,United Kingdom,90200A,PURPLE SWEETHEART BRACELET,12.0,4.25,51.0,0.776299,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.9126,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1093,TXN-00220293,511078,2010-06-06 13:52:00,16497,United Kingdom,21590,KINGS CHOICE CIGAR BOX MATCHES,24.0,1.25,30.0,0.776209,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91242,Inspect for evidence of manual entry; agree to third-party documentation.
1094,TXN-00758636,560265,2011-07-17 13:48:00,17863,United Kingdom,22435,SET OF 9 HEART SHAPED BALLOONS,24.0,1.25,30.0,0.776149,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9123,Inspect for evidence of manual entry; agree to third-party documentation.
1095,TXN-00583607,543987,2011-02-15 09:49:00,14849,United Kingdom,22960,JAM MAKING SET WITH JARS,12.0,3.75,45.0,0.776129,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91226,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1096,TXN-00626512,547787,2011-03-25 11:57:00,13139,United Kingdom,20713,JUMBO BAG OWLS,40.0,1.9500000476837158,78.0,0.776119,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91224,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1097,TXN-00105527,499664,2010-03-01 15:36:00,14257,United Kingdom,21121,SET/10 RED SPOTTY PARTY CANDLES,24.0,1.25,30.0,0.776069,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91214,Inspect for evidence of manual entry; agree to third-party documentation.
1098,TXN-00351462,524098,2010-09-27 12:21:00,17204,United Kingdom,21820,GLITTER HEART GARLAND WITH BELLS,12.0,3.75,45.0,0.776014,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91203,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1099,TXN-00351463,524098,2010-09-27 12:21:00,17204,United Kingdom,21821,GLITTER STAR GARLAND WITH BELLS,12.0,3.75,45.0,0.776014,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91203,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1100,TXN-00416423,529843,2010-10-31 12:56:00,16065,United Kingdom,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24.0,1.25,30.0,0.775929,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91186,Inspect for evidence of manual entry; agree to third-party documentation.
1101,TXN-00199064,508898,2010-05-18 17:25:00,14225,United Kingdom,22297,HEART IVORY TRELLIS SMALL,24.0,1.25,30.0,0.775919,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91184,Inspect for evidence of manual entry; agree to third-party documentation.
1102,TXN-00141487,503066,2010-03-30 09:32:00,16570,United Kingdom,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,24.0,1.25,30.0,0.775829,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91166,Inspect for evidence of manual entry; agree to third-party documentation.
1103,TXN-00272493,516322,2010-07-19 15:17:00,17320,United Kingdom,21179,NO JUNK MAIL METAL SIGN,24.0,1.25,30.0,0.775779,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91156,Inspect for evidence of manual entry; agree to third-party documentation.
1104,TXN-00237861,512799,2010-06-18 10:39:00,16126,United Kingdom,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,8.0,3.75,30.0,0.775769,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91154,Inspect for evidence of manual entry; agree to third-party documentation.
1105,TXN-00663806,551384,2011-04-28 11:31:00,15223,United Kingdom,22960,JAM MAKING SET WITH JARS,12.0,3.75,45.0,0.775739,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91148,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1106,TXN-00221523,511134,2010-06-07 11:32:00,17897,United Kingdom,22444,GROW YOUR OWN PLANT IN A CAN,24.0,1.25,30.0,0.775699,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9114,Inspect for evidence of manual entry; agree to third-party documentation.
1107,TXN-00667839,551876,2011-05-05 08:18:00,14867,United Kingdom,46126A,ELVIS WALLHANGING / CURTAIN,8.0,1.25,10.0,0.775689,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91138,Inspect for evidence of manual entry; agree to third-party documentation.
1108,TXN-00234187,512455,2010-06-16 08:54:00,12957,United Kingdom,20671,BLUE TEATIME PRINT BOWL,8.0,1.25,10.0,0.775659,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91132,Inspect for evidence of manual entry; agree to third-party documentation.
1109,TXN-00914205,573184,2011-10-28 11:33:00,14110,United Kingdom,21479,WHITE SKULL HOT WATER BOTTLE,12.0,4.25,51.0,0.775509,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91102,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1110,TXN-00355723,524388,2010-09-28 18:11:00,15321,United Kingdom,22730,ALARM CLOCK BAKELIKE IVORY,8.0,3.75,30.0,0.775499,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.911,Inspect for evidence of manual entry; agree to third-party documentation.
1111,TXN-00017538,490851,2009-12-08 12:48:00,13643,United Kingdom,21621,VINTAGE UNION JACK BUNTING,6.0,8.5,51.0,0.775459,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91092,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1112,TXN-00592536,544717,2011-02-23 10:44:00,18172,United Kingdom,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8.0,3.75,30.0,0.775369,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91074,Inspect for evidence of manual entry; agree to third-party documentation.
1113,TXN-00769108,561106,2011-07-25 11:37:00,14246,United Kingdom,22569,FELTCRAFT CUSHION BUTTERFLY,8.0,3.75,30.0,0.775329,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91066,Inspect for evidence of manual entry; agree to third-party documentation.
1114,TXN-00889691,571274,2011-10-16 12:25:00,16934,United Kingdom,22294,HEART FILIGREE DOVE  SMALL,24.0,1.25,30.0,0.775319,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91064,Inspect for evidence of manual entry; agree to third-party documentation.
1115,TXN-00350208,523989,2010-09-26 14:15:00,14105,United Kingdom,84836,ZINC METAL HEART DECORATION,24.0,1.25,30.0,0.775199,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9104,Inspect for evidence of manual entry; agree to third-party documentation.
1116,TXN-00854927,568586,2011-09-28 10:15:00,16119,United Kingdom,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,24.0,1.25,30.0,0.775189,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91038,Inspect for evidence of manual entry; agree to third-party documentation.
1117,TXN-00258468,514734,2010-07-06 09:58:00,14679,United Kingdom,21390,FILIGRIS HEART WITH BUTTERFLY,24.0,1.25,30.0,0.775149,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9103,Inspect for evidence of manual entry; agree to third-party documentation.
1118,TXN-00280535,517120,2010-07-27 09:05:00,15142,United Kingdom,85049A,TRADITIONAL CHRISTMAS RIBBONS,24.0,1.25,30.0,0.775069,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.91014,Inspect for evidence of manual entry; agree to third-party documentation.
1119,TXN-00262879,515286,2010-07-09 14:55:00,15129,United Kingdom,21889,WOODEN BOX OF DOMINOES,36.0,1.25,45.0,0.775049,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.9101,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1120,TXN-00105036,499625,2010-03-01 13:14:00,17965,United Kingdom,21437,24 HANGING EASTER EGGS FLORAL TUB,12.0,3.75,45.0,0.775039,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.91008,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1121,TXN-00646337,549744,2011-04-12 10:30:00,15240,United Kingdom,21670,BLUE SPOT CERAMIC DRAWER KNOB,36.0,1.25,45.0,0.774959,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.90992,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1122,TXN-00805638,564560,2011-08-26 09:55:00,16184,United Kingdom,22460,EMBOSSED GLASS TEALIGHT HOLDER,24.0,1.25,30.0,0.774929,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90986,Inspect for evidence of manual entry; agree to third-party documentation.
1123,TXN-00780806,562218,2011-08-03 14:07:00,13851,United Kingdom,22560,TRADITIONAL MODELLING CLAY,24.0,1.25,30.0,0.774829,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90966,Inspect for evidence of manual entry; agree to third-party documentation.
1124,TXN-00356908,524526,2010-09-29 13:17:00,14667,United Kingdom,21621,VINTAGE UNION JACK BUNTING,6.0,8.5,51.0,0.774759,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.90952,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1125,TXN-00976147,577748,2011-11-21 14:24:00,15159,United Kingdom,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24.0,1.25,30.0,0.774659,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90932,Inspect for evidence of manual entry; agree to third-party documentation.
1126,TXN-00613929,546669,2011-03-15 15:36:00,14226,United Kingdom,22960,JAM MAKING SET WITH JARS,12.0,3.75,45.0,0.774629,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.90926,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1127,TXN-00293976,518510,2010-08-09 14:45:00,14631,United Kingdom,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,24.0,1.25,30.0,0.774609,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90922,Inspect for evidence of manual entry; agree to third-party documentation.
1128,TXN-00658021,550778,2011-04-20 13:36:00,14868,United Kingdom,22605,WOODEN CROQUET GARDEN SET,4.0,12.75,51.0,0.774599,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.9092,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1129,TXN-00650005,550193,2011-04-15 09:27:00,13952,United Kingdom,84509G,SET OF 4 FAIRY CAKE PLACEMATS,8.0,3.75,30.0,0.774509,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90902,Inspect for evidence of manual entry; agree to third-party documentation.
1130,TXN-00309165,519943,2010-08-23 10:12:00,13993,United Kingdom,21669,BLUE STRIPE CERAMIC DRAWER KNOB,24.0,1.25,30.0,0.774499,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.909,Inspect for evidence of manual entry; agree to third-party documentation.
1131,TXN-00828332,566408,2011-09-12 13:43:00,16984,United Kingdom,23226,FILIGREE HEART DAISY WHITE,24.0,1.25,30.0,0.774479,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90896,Inspect for evidence of manual entry; agree to third-party documentation.
1132,TXN-00814519,565235,2011-09-02 09:43:00,13418,United Kingdom,23346,SPACEBOY BEAKER,24.0,1.25,30.0,0.774469,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90894,Inspect for evidence of manual entry; agree to third-party documentation.
1133,TXN-00300312,519203,2010-08-15 10:41:00,15898,United Kingdom,84596G,SMALL CHOCOLATES PINK BOWL,8.0,1.25,10.0,0.774399,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9088,Inspect for evidence of manual entry; agree to third-party documentation.
1134,TXN-00031495,491993,2009-12-15 10:28:00,17213,United Kingdom,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,12.0,4.25,51.0,0.774389,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.90878,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1135,TXN-00836465,567145,2011-09-16 15:09:00,12921,United Kingdom,84978,HANGING HEART JAR T-LIGHT HOLDER,24.0,1.25,30.0,0.774359,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90872,Inspect for evidence of manual entry; agree to third-party documentation.
1136,TXN-00938513,575067,2011-11-08 12:45:00,12583,France,23480,MINI LIGHTS WOODLAND MUSHROOMS,20.0,3.75,75.0,0.774279,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.90856,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1137,TXN-00173355,506140,2010-04-27 16:15:00,15856,United Kingdom,20676,RED SPOTTY BOWL,16.0,1.25,20.0,0.774219,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90844,Inspect for evidence of manual entry; agree to third-party documentation.
1138,TXN-00133064,502314,2010-03-24 09:52:00,13078,United Kingdom,84596F,SMALL MARSHMALLOWS PINK BOWL,8.0,1.25,10.0,0.774209,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90842,Inspect for evidence of manual entry; agree to third-party documentation.
1139,TXN-00027566,491746,2009-12-14 11:18:00,16769,United Kingdom,21732,RED HANGING METAL STAR TLIGHT HLDR,8.0,3.75,30.0,0.774159,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90832,Inspect for evidence of manual entry; agree to third-party documentation.
1140,TXN-00250701,513974,2010-06-29 16:36:00,16176,United Kingdom,21071,VINTAGE BILLBOARD DRINK ME MUG,24.0,1.25,30.0,0.774139,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90828,Inspect for evidence of manual entry; agree to third-party documentation.
1141,TXN-00851937,568313,2011-09-26 12:56:00,14908,United Kingdom,22297,HEART IVORY TRELLIS SMALL,24.0,1.25,30.0,0.774009,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90802,Inspect for evidence of manual entry; agree to third-party documentation.
1142,TXN-00375441,526161,2010-10-08 16:40:00,15856,United Kingdom,20676,RED RETROSPOT BOWL,16.0,1.25,20.0,0.773979,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90796,Inspect for evidence of manual entry; agree to third-party documentation.
1143,TXN-00521638,538558,2010-12-13 10:58:00,13069,United Kingdom,22511,RETROSPOT BABUSHKA DOORSTOP,8.0,1.25,10.0,0.773949,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9079,Inspect for evidence of manual entry; agree to third-party documentation.
1144,TXN-00464619,533948,2010-11-19 12:09:00,17346,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,32.0,1.690000057220459,54.08,0.773909,HIGH,"HIGH_QUANTITY, SPLIT_AMOUNT",0.90782,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1145,TXN-00264292,515386,2010-07-12 11:24:00,13779,United Kingdom,84763,ZINC FINISH 15CM PLANTER POTS,16.0,1.25,20.0,0.773899,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9078,Inspect for evidence of manual entry; agree to third-party documentation.
1146,TXN-00088108,497884,2010-02-14 11:57:00,16608,United Kingdom,84578,ELEPHANT TOY WITH BLUE T-SHIRT,4.0,3.75,15.0,0.773839,HIGH,"ROUND_NUMBER, DUPLICATE_INVOICE",0.90768,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
1147,TXN-00791188,563103,2011-08-12 10:08:00,13873,United Kingdom,23112,PARISIENNE CURIO CABINET,4.0,7.5,30.0,0.773799,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9076,Inspect for evidence of manual entry; agree to third-party documentation.
1148,TXN-00332690,522337,2010-09-14 10:34:00,13440,United Kingdom,21804,WHITE CHRISTMAS GARLAND STARS TREES,12.0,3.75,45.0,0.773759,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.90752,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1149,TXN-00799737,563937,2011-08-22 09:10:00,18204,United Kingdom,20978,36 PENCILS TUBE SKULLS,16.0,1.25,20.0,0.773699,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9074,Inspect for evidence of manual entry; agree to third-party documentation.
1150,TXN-00924949,574062,2011-11-02 14:30:00,17675,United Kingdom,22585,PACK OF 6 BIRDY GIFT TAGS,36.0,1.25,45.0,0.773679,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.90736,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1151,TXN-00059752,494798,2010-01-18 14:32:00,17773,United Kingdom,84946,ANTIQUE SILVER TEA GLASS ETCHED,24.0,1.25,30.0,0.773639,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90728,Inspect for evidence of manual entry; agree to third-party documentation.
1152,TXN-00319081,521006,2010-09-01 14:20:00,18258,United Kingdom,21889,WOODEN BOX OF DOMINOES,36.0,1.25,45.0,0.773619,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.90724,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1153,TXN-00040569,492795,2009-12-20 10:43:00,18077,United Kingdom,85178,VICTORIAN SEWING KIT,8.0,1.25,10.0,0.773589,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90718,Inspect for evidence of manual entry; agree to third-party documentation.
1154,TXN-00914527,573266,2011-10-28 12:40:00,15290,United Kingdom,22625,RED KITCHEN SCALES,6.0,8.5,51.0,0.773579,HIGH,"ROUND_NUMBER, SPLIT_AMOUNT",0.90716,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
1155,TXN-00849534,568143,2011-09-25 11:28:00,13266,United Kingdom,23292,SPACEBOY CHILDRENS CUP,16.0,1.25,20.0,0.773549,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.9071,Inspect for evidence of manual entry; agree to third-party documentation.
1156,TXN-01015141,580653,2011-12-05 13:34:00,17706,United Kingdom,21714,CITRONELLA CANDLE GARDEN POT,24.0,1.25,30.0,0.773469,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90694,Inspect for evidence of manual entry; agree to third-party documentation.
1157,TXN-00620278,547195,2011-03-21 12:42:00,17204,United Kingdom,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24.0,1.25,30.0,0.773459,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90692,Inspect for evidence of manual entry; agree to third-party documentation.
1158,TXN-00187312,507416,2010-05-09 14:32:00,14678,United Kingdom,20674,GREEN SPOTTY BOWL,8.0,1.25,10.0,0.773429,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90686,Inspect for evidence of manual entry; agree to third-party documentation.
1159,TXN-01021954,581013,2011-12-07 09:32:00,17017,United Kingdom,22993,SET OF 4 PANTRY JELLY MOULDS,24.0,1.25,30.0,0.773389,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.90678,Inspect for evidence of manual entry; agree to third-party documentation.
