country,year_month,n,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,mad,classification,obs12_10,obs12_11,obs12_12,obs12_13,obs12_14,obs12_15,obs12_16,obs12_17,obs12_18,obs12_19
Cyprus,2011-03,48,0.0,0.117647,0.088235,0.0,0.5,0.0,0.235294,0.0,0.058824,0.135819,NONCONFORMING,0.191489,0.0,0.06383,0.021277,0.0,0.319149,0.0,0.170213,0.0,0.021277
Cyprus,2011-06,48,0.1,0.025,0.025,0.05,0.1,0.225,0.1,0.075,0.3,0.110882,NONCONFORMING,0.0625,0.020833,0.020833,0.0,0.020833,0.041667,0.1875,0.020833,0.0625,0.166667
Cyprus,2011-09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.212054,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cyprus,2011-10,161,0.060606,0.037879,0.075758,0.143939,0.204545,0.075758,0.136364,0.022727,0.242424,0.101387,NONCONFORMING,0.037267,0.018634,0.006211,0.024845,0.055901,0.136646,0.055901,0.086957,0.006211,0.111801
Cyprus,2011-11,83,0.0,0.0,0.0,0.0,0.5,0.125,0.25,0.0,0.125,0.166694,NONCONFORMING,0.111111,0.0,0.0,0.0,0.0,0.111111,0.111111,0.222222,0.0,0.0
Czech Republic,2011-02,16,0.166667,0.083333,0.083333,0.0,0.25,0.083333,0.083333,0.0,0.25,0.09262,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
Czech Republic,2011-10,11,0.142857,0.0,0.0,0.0,0.428571,0.0,0.142857,0.142857,0.142857,0.138458,NONCONFORMING,0.090909,0.0,0.0,0.0,0.0,0.181818,0.0,0.0,0.090909,0.0
Denmark,2009-12,8,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.082175,NONCONFORMING,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0
Denmark,2010-01,40,0.125,0.125,0.15625,0.0,0.15625,0.15625,0.09375,0.09375,0.09375,0.072007,NONCONFORMING,0.0,0.0,0.026316,0.052632,0.0,0.0,0.052632,0.026316,0.0,0.026316
Denmark,2010-02,31,0.076923,0.153846,0.115385,0.115385,0.115385,0.076923,0.038462,0.192308,0.115385,0.061208,NONCONFORMING,0.032258,0.0,0.032258,0.0,0.064516,0.032258,0.0,0.0,0.032258,0.032258
Denmark,2010-03,25,0.222222,0.222222,0.055556,0.111111,0.055556,0.111111,0.0,0.055556,0.166667,0.051069,NONCONFORMING,0.28,0.0,0.16,0.0,0.04,0.04,0.04,0.0,0.04,0.0
Denmark,2010-04,10,0.0,0.111111,0.111111,0.111111,0.111111,0.222222,0.0,0.0,0.333333,0.108663,NONCONFORMING,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1
Denmark,2010-06,88,0.035714,0.071429,0.125,0.035714,0.232143,0.089286,0.125,0.035714,0.25,0.099247,NONCONFORMING,0.120482,0.0,0.012048,0.060241,0.024096,0.120482,0.0,0.084337,0.0,0.072289
Denmark,2010-07,4,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.172922,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,2010-08,75,0.0,0.087719,0.105263,0.052632,0.245614,0.070175,0.157895,0.035088,0.245614,0.104316,NONCONFORMING,0.058824,0.0,0.029412,0.029412,0.029412,0.088235,0.0,0.073529,0.014706,0.102941
Denmark,2010-09,40,0.064516,0.032258,0.0,0.032258,0.741935,0.064516,0.0,0.0,0.064516,0.151447,NONCONFORMING,0.05,0.0,0.025,0.0,0.025,0.225,0.025,0.0,0.0,0.025
Denmark,2010-10,18,0.0,0.0,0.066667,0.0,0.066667,0.066667,0.4,0.0,0.4,0.154722,NONCONFORMING,0.111111,0.0,0.0,0.055556,0.0,0.0,0.0,0.333333,0.0,0.277778
Denmark,2010-11,64,0.12766,0.0,0.12766,0.021277,0.234043,0.106383,0.106383,0.106383,0.170213,0.094466,NONCONFORMING,0.067797,0.067797,0.0,0.016949,0.0,0.033898,0.0,0.016949,0.067797,0.0
Denmark,2010-12,20,0.058824,0.0,0.058824,0.058824,0.588235,0.0,0.0,0.176471,0.058824,0.143875,NONCONFORMING,0.0,0.05,0.0,0.05,0.05,0.1,0.0,0.0,0.1,0.0
Denmark,2011-02,20,0.0,0.0,0.375,0.0,0.1875,0.0625,0.3125,0.0,0.0625,0.139918,NONCONFORMING,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.05
Denmark,2011-03,20,0.0,0.133333,0.066667,0.0,0.266667,0.333333,0.0,0.066667,0.133333,0.123769,NONCONFORMING,0.1,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0
Denmark,2011-05,19,0.111111,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.555556,0.172486,NONCONFORMING,0.421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157895
Denmark,2011-06,107,0.037975,0.037975,0.202532,0.088608,0.278481,0.151899,0.037975,0.0,0.164557,0.10681,NONCONFORMING,0.07,0.0,0.03,0.08,0.01,0.06,0.1,0.02,0.0,0.03
Denmark,2011-07,17,0.0,0.0,0.25,0.0,0.125,0.125,0.0,0.125,0.375,0.14045,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0
Denmark,2011-08,16,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.161555,NONCONFORMING,0.75,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0
Denmark,2011-09,46,0.027027,0.0,0.162162,0.054054,0.135135,0.135135,0.297297,0.0,0.189189,0.120912,NONCONFORMING,0.071429,0.02381,0.0,0.047619,0.0,0.047619,0.071429,0.166667,0.0,0.071429
Denmark,2011-10,23,0.0,0.222222,0.166667,0.0,0.0,0.222222,0.166667,0.111111,0.111111,0.106027,NONCONFORMING,0.181818,0.0,0.181818,0.090909,0.0,0.0,0.090909,0.136364,0.090909,0.045455
Denmark,2011-11,83,0.036364,0.018182,0.127273,0.090909,0.327273,0.018182,0.127273,0.0,0.254545,0.117443,NONCONFORMING,0.013699,0.0,0.0,0.027397,0.0,0.109589,0.0,0.09589,0.0,0.09589
Denmark,2011-12,11,0.0,0.142857,0.714286,0.0,0.0,0.0,0.0,0.142857,0.0,0.151345,NONCONFORMING,0.3,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0
Eire,2009-12,581,0.057026,0.10387,0.14053,0.07332,0.295316,0.052953,0.126273,0.010183,0.14053,0.087729,NONCONFORMING,0.046346,0.017825,0.065954,0.078431,0.049911,0.196078,0.017825,0.098039,0.0,0.076649
Eire,2010-01,569,0.104072,0.10181,0.144796,0.065611,0.223982,0.058824,0.153846,0.022624,0.124434,0.075376,NONCONFORMING,0.084685,0.016216,0.045045,0.072072,0.027027,0.122523,0.018018,0.095495,0.005405,0.030631
Eire,2010-02,524,0.081081,0.1,0.127027,0.054054,0.278378,0.07027,0.137838,0.008108,0.143243,0.084876,NONCONFORMING,0.100218,0.023965,0.058824,0.043573,0.026144,0.167756,0.030501,0.100218,0.0,0.050109
Eire,2010-03,733,0.059649,0.098246,0.101754,0.089474,0.278947,0.064912,0.163158,0.022807,0.121053,0.084495,NONCONFORMING,0.099125,0.016035,0.055394,0.055394,0.065598,0.174927,0.039359,0.110787,0.005831,0.06414
Eire,2010-04,629,0.056962,0.122363,0.111814,0.082278,0.278481,0.052743,0.135021,0.016878,0.14346,0.083118,NONCONFORMING,0.091216,0.018581,0.069257,0.054054,0.045608,0.165541,0.027027,0.092905,0.001689,0.076014
Eire,2010-05,824,0.078098,0.10017,0.125637,0.06961,0.258065,0.037351,0.164686,0.010187,0.156197,0.088159,NONCONFORMING,0.087432,0.02459,0.062842,0.04918,0.045082,0.155738,0.020492,0.11612,0.0,0.080601
Eire,2010-06,653,0.056497,0.080979,0.097928,0.077213,0.274953,0.06403,0.169492,0.028249,0.150659,0.091594,NONCONFORMING,0.058544,0.018987,0.036392,0.037975,0.039557,0.162975,0.017405,0.132911,0.003165,0.064873
Eire,2010-07,699,0.067797,0.107345,0.114878,0.06403,0.288136,0.039548,0.165725,0.022599,0.129944,0.089083,NONCONFORMING,0.114155,0.013699,0.045662,0.063927,0.038052,0.167428,0.021309,0.115677,0.001522,0.056317
Eire,2010-08,675,0.055202,0.110403,0.099788,0.059448,0.280255,0.042463,0.195329,0.012739,0.144374,0.097117,NONCONFORMING,0.090452,0.021776,0.048576,0.045226,0.040201,0.150754,0.018425,0.142379,0.005025,0.077052
Eire,2010-09,973,0.065484,0.076398,0.126876,0.043656,0.28513,0.043656,0.21146,0.0191,0.12824,0.09863,NONCONFORMING,0.104301,0.012903,0.04086,0.051613,0.025806,0.164516,0.02043,0.147312,0.002151,0.065591
Eire,2010-10,1467,0.079678,0.046553,0.113697,0.062668,0.292748,0.046553,0.177261,0.027753,0.153089,0.097815,NONCONFORMING,0.088983,0.012712,0.02048,0.041667,0.024718,0.148305,0.016243,0.120056,0.00565,0.069915
Eire,2010-11,1121,0.065614,0.080194,0.09599,0.069259,0.324423,0.051033,0.153098,0.019441,0.140948,0.096786,NONCONFORMING,0.106604,0.010377,0.033962,0.04434,0.041509,0.191509,0.025472,0.103774,0.00566,0.05283
Eire,2010-12,375,0.077465,0.056338,0.105634,0.073944,0.362676,0.017606,0.204225,0.007042,0.09507,0.106454,NONCONFORMING,0.074176,0.013736,0.035714,0.027473,0.024725,0.175824,0.008242,0.126374,0.005495,0.038462
Eire,2011-01,176,0.099174,0.14876,0.082645,0.099174,0.181818,0.066116,0.115702,0.066116,0.140496,0.060514,NONCONFORMING,0.095541,0.006369,0.070064,0.019108,0.031847,0.121019,0.019108,0.031847,0.031847,0.070064
Eire,2011-02,435,0.127208,0.09894,0.074205,0.056537,0.29682,0.070671,0.151943,0.014134,0.109541,0.084244,NONCONFORMING,0.101449,0.06087,0.063768,0.026087,0.026087,0.182609,0.046377,0.121739,0.0,0.06087
Eire,2011-03,568,0.064665,0.094688,0.08776,0.053118,0.267898,0.053118,0.17552,0.036952,0.166282,0.094838,NONCONFORMING,0.137218,0.022556,0.058271,0.035714,0.031955,0.157895,0.035714,0.12594,0.018797,0.116541
Eire,2011-04,317,0.065502,0.091703,0.082969,0.082969,0.262009,0.069869,0.187773,0.021834,0.135371,0.090032,NONCONFORMING,0.122378,0.027972,0.038462,0.034965,0.062937,0.174825,0.041958,0.146853,0.017483,0.090909
Eire,2011-05,615,0.036735,0.102041,0.083673,0.053061,0.287755,0.087755,0.185714,0.014286,0.14898,0.102295,NONCONFORMING,0.06563,0.005181,0.051813,0.036269,0.032815,0.189983,0.056995,0.129534,0.006908,0.063903
Eire,2011-06,638,0.055785,0.088843,0.126033,0.082645,0.190083,0.076446,0.167355,0.041322,0.171488,0.079242,NONCONFORMING,0.059222,0.01692,0.045685,0.052453,0.037225,0.126904,0.035533,0.128596,0.021997,0.103215
Eire,2011-07,715,0.043233,0.069549,0.163534,0.082707,0.231203,0.050752,0.165414,0.030075,0.163534,0.092403,NONCONFORMING,0.072555,0.004732,0.026814,0.083596,0.044164,0.146688,0.020505,0.115142,0.009464,0.078864
Eire,2011-08,658,0.080189,0.068396,0.129717,0.063679,0.238208,0.09434,0.143868,0.009434,0.17217,0.089664,NONCONFORMING,0.079482,0.020333,0.036969,0.07024,0.027726,0.136784,0.048059,0.083179,0.005545,0.092421
Eire,2011-09,1211,0.059211,0.085526,0.073465,0.072368,0.246711,0.071272,0.195175,0.025219,0.171053,0.096519,NONCONFORMING,0.083258,0.01448,0.044344,0.038914,0.028959,0.153846,0.047059,0.143891,0.009955,0.089593
Eire,2011-10,886,0.04048,0.088456,0.112444,0.097451,0.190405,0.089955,0.202399,0.037481,0.14093,0.083189,NONCONFORMING,0.061198,0.00651,0.054688,0.050781,0.05599,0.115885,0.059896,0.16276,0.026042,0.06901
Eire,2011-11,1097,0.046005,0.077482,0.090799,0.072639,0.257869,0.084746,0.161017,0.01937,0.190073,0.098628,NONCONFORMING,0.082341,0.010913,0.042659,0.037698,0.03373,0.146825,0.060516,0.118056,0.009921,0.095238
Eire,2011-12,339,0.057522,0.057522,0.088496,0.09292,0.318584,0.070796,0.146018,0.017699,0.150442,0.096881,NONCONFORMING,0.045936,0.010601,0.035336,0.028269,0.031802,0.204947,0.04947,0.116608,0.010601,0.081272
European Community,2011-04,11,0.0,0.090909,0.181818,0.090909,0.272727,0.090909,0.272727,0.0,0.0,0.108694,NONCONFORMING,0.0,0.0,0.090909,0.181818,0.090909,0.272727,0.0,0.272727,0.0,0.0
European Community,2011-06,20,0.0,0.0,0.0,0.071429,0.428571,0.0,0.428571,0.0,0.071429,0.165698,NONCONFORMING,0.157895,0.0,0.0,0.0,0.052632,0.105263,0.0,0.315789,0.0,0.0
European Community,2011-07,30,0.1,0.05,0.15,0.1,0.25,0.0,0.25,0.0,0.1,0.098938,NONCONFORMING,0.033333,0.0,0.033333,0.066667,0.0,0.166667,0.0,0.166667,0.0,0.033333
Finland,2009-12,4,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.172922,NONCONFORMING,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Finland,2010-01,34,0.071429,0.107143,0.25,0.035714,0.178571,0.0,0.071429,0.0,0.285714,0.106188,NONCONFORMING,0.034483,0.0,0.0,0.172414,0.0,0.103448,0.0,0.068966,0.0,0.137931
Finland,2010-04,76,0.068966,0.172414,0.155172,0.068966,0.189655,0.0,0.137931,0.0,0.206897,0.084841,NONCONFORMING,0.123288,0.027397,0.082192,0.109589,0.027397,0.150685,0.0,0.109589,0.0,0.082192
Finland,2010-05,55,0.071429,0.119048,0.071429,0.047619,0.404762,0.0,0.214286,0.02381,0.047619,0.107497,NONCONFORMING,0.117647,0.039216,0.098039,0.058824,0.039216,0.294118,0.0,0.176471,0.0,0.039216
Finland,2010-06,29,0.0,0.125,0.083333,0.0,0.25,0.0,0.291667,0.0,0.25,0.135275,NONCONFORMING,0.0,0.0,0.107143,0.071429,0.0,0.214286,0.0,0.142857,0.0,0.142857
Finland,2010-07,25,0.0,0.166667,0.111111,0.055556,0.333333,0.055556,0.166667,0.055556,0.055556,0.083784,NONCONFORMING,0.0,0.0,0.1,0.1,0.0,0.3,0.05,0.15,0.05,0.05
Finland,2010-09,58,0.025,0.1,0.375,0.0,0.125,0.0,0.175,0.0,0.2,0.126029,NONCONFORMING,0.068182,0.0,0.0,0.295455,0.0,0.113636,0.0,0.159091,0.0,0.136364
Finland,2010-10,59,0.0,0.209302,0.023256,0.069767,0.348837,0.046512,0.139535,0.023256,0.139535,0.106264,NONCONFORMING,0.057692,0.0,0.076923,0.0,0.057692,0.269231,0.019231,0.115385,0.0,0.096154
Finland,2010-11,19,0.066667,0.0,0.333333,0.2,0.133333,0.0,0.2,0.0,0.066667,0.117457,NONCONFORMING,0.105263,0.0,0.0,0.263158,0.105263,0.0,0.0,0.157895,0.0,0.052632
Finland,2010-12,19,0.166667,0.0,0.333333,0.083333,0.0,0.0,0.0,0.083333,0.333333,0.117367,NONCONFORMING,0.052632,0.0,0.0,0.210526,0.0,0.0,0.0,0.0,0.0,0.0
Finland,2011-01,11,0.5,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.066882,NONCONFORMING,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.090909,0.0
Finland,2011-02,13,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.172922,NONCONFORMING,0.153846,0.0,0.0,0.538462,0.0,0.0,0.0,0.0,0.0,0.0
Finland,2011-03,218,0.058824,0.071895,0.03268,0.071895,0.320261,0.045752,0.163399,0.026144,0.20915,0.113307,NONCONFORMING,0.126904,0.010152,0.045685,0.020305,0.035533,0.177665,0.020305,0.096447,0.020305,0.091371
Finland,2011-04,40,0.045455,0.227273,0.0,0.181818,0.181818,0.0,0.227273,0.136364,0.0,0.109604,NONCONFORMING,0.1,0.0,0.166667,0.0,0.033333,0.1,0.0,0.133333,0.1,0.0
Finland,2011-06,13,0.0,0.0,0.0,0.083333,0.333333,0.083333,0.083333,0.0,0.416667,0.148175,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.230769,0.076923,0.076923,0.0,0.307692
Finland,2011-07,87,0.027778,0.027778,0.180556,0.138889,0.208333,0.027778,0.111111,0.041667,0.236111,0.104494,NONCONFORMING,0.024691,0.0,0.012346,0.148148,0.012346,0.111111,0.012346,0.049383,0.037037,0.074074
Finland,2011-08,62,0.166667,0.055556,0.027778,0.0,0.194444,0.027778,0.25,0.0,0.277778,0.119843,NONCONFORMING,0.137931,0.034483,0.034483,0.0,0.0,0.103448,0.017241,0.155172,0.0,0.137931
Finland,2011-09,34,0.071429,0.214286,0.142857,0.071429,0.214286,0.071429,0.071429,0.0,0.142857,0.068052,NONCONFORMING,0.041667,0.0,0.125,0.0,0.041667,0.125,0.041667,0.041667,0.0,0.041667
Finland,2011-10,115,0.0,0.086957,0.065217,0.054348,0.173913,0.108696,0.26087,0.01087,0.23913,0.118385,NONCONFORMING,0.078431,0.0,0.058824,0.058824,0.039216,0.127451,0.078431,0.22549,0.009804,0.186275
Finland,2011-11,75,0.096154,0.173077,0.019231,0.115385,0.173077,0.096154,0.173077,0.0,0.153846,0.081056,NONCONFORMING,0.070423,0.0,0.084507,0.014085,0.042254,0.070423,0.056338,0.070423,0.0,0.070423
Finland,2011-12,13,0.222222,0.0,0.0,0.0,0.222222,0.0,0.444444,0.0,0.111111,0.132188,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.076923,0.0,0.0
France,2009-12,287,0.047872,0.069149,0.164894,0.026596,0.31383,0.06383,0.143617,0.015957,0.154255,0.104161,NONCONFORMING,0.140625,0.019531,0.027344,0.097656,0.003906,0.144531,0.019531,0.078125,0.011719,0.050781
France,2010-01,332,0.09322,0.105932,0.161017,0.059322,0.228814,0.067797,0.122881,0.025424,0.135593,0.075841,NONCONFORMING,0.088737,0.020478,0.061433,0.109215,0.03413,0.129693,0.030717,0.088737,0.013652,0.081911
France,2010-02,408,0.052817,0.084507,0.151408,0.052817,0.253521,0.073944,0.15493,0.014085,0.161972,0.093546,NONCONFORMING,0.109661,0.007833,0.044386,0.060052,0.018277,0.127937,0.039164,0.096606,0.010444,0.070496
France,2010-03,382,0.074803,0.062992,0.129921,0.059055,0.26378,0.062992,0.133858,0.003937,0.208661,0.095189,NONCONFORMING,0.115385,0.014793,0.026627,0.047337,0.026627,0.159763,0.023669,0.091716,0.002959,0.08284
France,2010-04,250,0.07027,0.059459,0.140541,0.021622,0.297297,0.043243,0.124324,0.0,0.243243,0.110564,NONCONFORMING,0.064935,0.017316,0.017316,0.060606,0.012987,0.17316,0.008658,0.073593,0.0,0.12987
France,2010-05,429,0.073333,0.096667,0.103333,0.066667,0.26,0.083333,0.123333,0.013333,0.18,0.088175,NONCONFORMING,0.095607,0.01292,0.033592,0.049096,0.033592,0.155039,0.031008,0.087855,0.005168,0.082687
France,2010-06,445,0.072165,0.065292,0.147766,0.037801,0.278351,0.068729,0.113402,0.017182,0.199313,0.096165,NONCONFORMING,0.125,0.023438,0.023438,0.078125,0.013021,0.177083,0.044271,0.080729,0.013021,0.091146
France,2010-07,348,0.048458,0.048458,0.246696,0.070485,0.207048,0.0837,0.0837,0.017621,0.193833,0.097814,NONCONFORMING,0.069767,0.023256,0.023256,0.100775,0.031008,0.151163,0.042636,0.069767,0.007752,0.100775
France,2010-08,217,0.094675,0.094675,0.189349,0.065089,0.189349,0.065089,0.159763,0.047337,0.094675,0.072282,NONCONFORMING,0.054726,0.029851,0.039801,0.069652,0.029851,0.119403,0.0199,0.109453,0.00995,0.049751
France,2010-09,557,0.051724,0.059113,0.135468,0.066502,0.236453,0.098522,0.1133,0.019704,0.219212,0.095142,NONCONFORMING,0.087302,0.009921,0.021825,0.043651,0.037698,0.150794,0.047619,0.075397,0.011905,0.107143
France,2010-10,664,0.047493,0.102902,0.171504,0.063325,0.245383,0.07124,0.14248,0.026385,0.129288,0.085573,NONCONFORMING,0.125,0.011719,0.037109,0.056641,0.029297,0.125,0.03125,0.095703,0.005859,0.072266
France,2010-11,973,0.037102,0.097173,0.128975,0.040636,0.273852,0.081272,0.120141,0.024735,0.196113,0.094564,NONCONFORMING,0.118402,0.008559,0.058488,0.047076,0.017118,0.162625,0.041369,0.091298,0.011412,0.108417
France,2010-12,431,0.040293,0.062271,0.106227,0.040293,0.307692,0.10989,0.161172,0.043956,0.128205,0.101574,NONCONFORMING,0.095376,0.00289,0.031792,0.034682,0.017341,0.193642,0.054913,0.121387,0.026012,0.075145
France,2011-01,675,0.028455,0.056911,0.103659,0.069106,0.280488,0.071138,0.182927,0.012195,0.195122,0.106622,NONCONFORMING,0.090461,0.006579,0.036184,0.032895,0.03125,0.167763,0.023026,0.128289,0.003289,0.116776
France,2011-02,422,0.02963,0.088889,0.092593,0.048148,0.288889,0.092593,0.114815,0.037037,0.207407,0.10085,NONCONFORMING,0.176,0.0,0.058667,0.029333,0.016,0.16,0.042667,0.077333,0.018667,0.104
France,2011-03,544,0.050667,0.037333,0.157333,0.058667,0.266667,0.088,0.16,0.021333,0.16,0.101596,NONCONFORMING,0.103594,0.010571,0.021142,0.073996,0.02537,0.158562,0.052854,0.112051,0.010571,0.069767
France,2011-04,220,0.052632,0.082707,0.203008,0.067669,0.18797,0.150376,0.097744,0.015038,0.142857,0.090475,NONCONFORMING,0.08982,0.023952,0.047904,0.02994,0.023952,0.101796,0.107784,0.077844,0.005988,0.071856
France,2011-05,736,0.049603,0.059524,0.109127,0.069444,0.224206,0.204365,0.085317,0.017857,0.180556,0.098793,NONCONFORMING,0.076923,0.013846,0.033846,0.029231,0.015385,0.136923,0.124615,0.056923,0.012308,0.084615
France,2011-06,599,0.05303,0.040404,0.156566,0.078283,0.19697,0.138889,0.121212,0.027778,0.186869,0.094598,NONCONFORMING,0.073864,0.011364,0.00947,0.047348,0.017045,0.111742,0.087121,0.073864,0.017045,0.079545
France,2011-07,451,0.062295,0.062295,0.091803,0.091803,0.219672,0.088525,0.15082,0.042623,0.190164,0.088734,NONCONFORMING,0.118863,0.02584,0.043928,0.043928,0.023256,0.147287,0.062016,0.100775,0.033592,0.085271
France,2011-08,576,0.037975,0.060759,0.129114,0.075949,0.227848,0.136709,0.118987,0.017722,0.194937,0.096173,NONCONFORMING,0.117188,0.009766,0.027344,0.033203,0.035156,0.154297,0.080078,0.087891,0.011719,0.113281
France,2011-09,1061,0.024793,0.059229,0.125344,0.078512,0.227273,0.166667,0.130854,0.03168,0.155647,0.095771,NONCONFORMING,0.12118,0.002107,0.037935,0.023182,0.022129,0.132771,0.100105,0.089568,0.018967,0.076923
France,2011-10,900,0.032929,0.079723,0.121317,0.051993,0.249567,0.12305,0.143847,0.024263,0.17331,0.097755,NONCONFORMING,0.093185,0.006954,0.048679,0.065369,0.019471,0.166898,0.063978,0.111266,0.01669,0.093185
France,2011-11,1550,0.036598,0.085038,0.104413,0.078579,0.244349,0.116254,0.157158,0.031216,0.146394,0.092062,NONCONFORMING,0.105657,0.012479,0.043261,0.036606,0.024126,0.133943,0.06822,0.108153,0.012479,0.074043
France,2011-12,332,0.026786,0.058036,0.044643,0.066964,0.285714,0.075893,0.160714,0.03125,0.25,0.116099,NONCONFORMING,0.082437,0.007168,0.032258,0.021505,0.02509,0.193548,0.046595,0.114695,0.021505,0.103943
Germany,2009-12,387,0.047273,0.08,0.156364,0.072727,0.28,0.032727,0.130909,0.007273,0.192727,0.100474,NONCONFORMING,0.120112,0.00838,0.041899,0.089385,0.030726,0.170391,0.002793,0.075419,0.005587,0.061453
Germany,2010-01,570,0.039216,0.142157,0.154412,0.058824,0.232843,0.056373,0.171569,0.007353,0.137255,0.086269,NONCONFORMING,0.129845,0.007752,0.083333,0.083333,0.031008,0.145349,0.023256,0.124031,0.003876,0.075581
Germany,2010-02,463,0.057143,0.111111,0.12381,0.050794,0.28254,0.066667,0.136508,0.025397,0.146032,0.084922,NONCONFORMING,0.134518,0.030457,0.060914,0.073604,0.022843,0.195431,0.017766,0.098985,0.01269,0.091371
Germany,2010-03,595,0.083141,0.108545,0.08776,0.08545,0.251732,0.083141,0.117783,0.034642,0.147806,0.077908,NONCONFORMING,0.106383,0.031915,0.062057,0.047872,0.054965,0.132979,0.030142,0.076241,0.012411,0.078014
Germany,2010-04,767,0.061069,0.089695,0.116412,0.068702,0.225191,0.078244,0.148855,0.019084,0.192748,0.087814,NONCONFORMING,0.10101,0.017316,0.054834,0.064935,0.027417,0.119769,0.02886,0.099567,0.010101,0.088023
Germany,2010-05,356,0.08156,0.095745,0.134752,0.024823,0.180851,0.053191,0.205674,0.024823,0.198582,0.091553,NONCONFORMING,0.078788,0.024242,0.051515,0.066667,0.009091,0.112121,0.015152,0.166667,0.012121,0.130303
Germany,2010-06,604,0.044543,0.080178,0.169265,0.057906,0.224944,0.028953,0.182628,0.017817,0.193764,0.102829,NONCONFORMING,0.103074,0.01085,0.0434,0.097649,0.027125,0.139241,0.007233,0.142857,0.005425,0.095841
Germany,2010-07,850,0.028053,0.092409,0.122112,0.092409,0.234323,0.036304,0.191419,0.031353,0.171617,0.092095,NONCONFORMING,0.131812,0.011407,0.054499,0.062104,0.045627,0.152091,0.019011,0.134347,0.012674,0.101394
Germany,2010-08,418,0.02994,0.053892,0.128743,0.07485,0.218563,0.077844,0.185629,0.017964,0.212575,0.099675,NONCONFORMING,0.077121,0.017995,0.023136,0.046272,0.030848,0.159383,0.030848,0.151671,0.007712,0.143959
Germany,2010-09,697,0.037109,0.087891,0.146484,0.044922,0.212891,0.037109,0.185547,0.023438,0.224609,0.102592,NONCONFORMING,0.096215,0.006309,0.039432,0.069401,0.022082,0.123028,0.011041,0.124606,0.012618,0.132492
Germany,2010-10,853,0.049363,0.079618,0.164013,0.063694,0.246815,0.038217,0.179936,0.019108,0.159236,0.098251,NONCONFORMING,0.110406,0.008883,0.041878,0.091371,0.027919,0.133249,0.01269,0.133249,0.007614,0.086294
Germany,2010-11,952,0.045033,0.071523,0.124503,0.055629,0.295364,0.054305,0.170861,0.01457,0.168212,0.100335,NONCONFORMING,0.083978,0.00884,0.034254,0.062983,0.01768,0.177901,0.01989,0.127072,0.00884,0.092818
Germany,2010-12,524,0.053985,0.048843,0.079692,0.064267,0.280206,0.03599,0.187661,0.046272,0.203085,0.108449,NONCONFORMING,0.102459,0.004098,0.026639,0.045082,0.022541,0.137295,0.018443,0.127049,0.026639,0.098361
Germany,2011-01,797,0.012915,0.088561,0.125461,0.062731,0.276753,0.04059,0.195572,0.02952,0.167897,0.101736,NONCONFORMING,0.141227,0.005706,0.049929,0.062767,0.035663,0.169757,0.017118,0.145506,0.011412,0.094151
Germany,2011-02,305,0.055794,0.051502,0.111588,0.072961,0.304721,0.064378,0.137339,0.034335,0.167382,0.09478,NONCONFORMING,0.111888,0.013986,0.031469,0.027972,0.038462,0.181818,0.020979,0.097902,0.020979,0.083916
Germany,2011-03,586,0.036199,0.061086,0.079186,0.056561,0.285068,0.065611,0.147059,0.058824,0.210407,0.103839,NONCONFORMING,0.130354,0.013035,0.029795,0.039106,0.027933,0.189944,0.03352,0.111732,0.039106,0.137803
Germany,2011-04,445,0.053459,0.084906,0.119497,0.053459,0.220126,0.081761,0.179245,0.028302,0.179245,0.091222,NONCONFORMING,0.096059,0.004926,0.041872,0.036946,0.017241,0.128079,0.041872,0.118227,0.019704,0.098522
